Date,Day,Number of pages,Pages scraped,Number of articles,Section,Titles by page,Number of titles scraped on this page
2001/11/11,星期日,8,7,59,专页,"['努力推进思想解放', '转变思维方式改进思想作风', '以好的学风推动作风建设', '端正思想作风是作风建设的关键', '切实为群众办实事谋利益', '以新作风推动发展新跨越', '执政为民清正廉洁', '树立良好的公仆形象']",8
2001/11/11,星期日,8,8,59,大地·美术,"['陈明星、杨德祥联展近日在北京举行', '帖学复苏  碑学从容', '图片报道', '新空间  新结构  新语汇', '爱之弥深  表现弥真', '郭氏兄弟作品评析', '图片报道', '书画界纪念陈叔亮百年诞辰', '周力作品“窗中世界”绘画展开幕', '《画廊》改版对市场']",10
2001/11/12,星期一,12,1,115,要闻,"['江主席签署《中国加入世贸组织批准书》', '第九届全国运动会在广州隆重举行', '党的作风建设的核心问题是保持党同人民群众的血肉联系', '江泽民会见国际奥委会主席罗格', '北京地区天气预报']",5
2001/11/12,星期一,12,2,115,国内要闻,"['高度重视大力推进国民经济和社会信息化', '从新起点奔向新目标', '江泽民会见第九届全运会群众体育先进代表', '尉健行等观看报告剧《郭秀明颂》', '进一步解放思想积极进取  更好地吸引外资促进出口', '非公有制经济人士要实践“三个结合”', '今起下调境内外币存款利率']",7
2001/11/12,星期一,12,3,115,国际,"['李鹏访问巴里洛切市', '加强合作  共同发展', '朱镕基离开印尼回国', '李瑞环抵达斐济进行正式友好访问', '德国总统会见胡锦涛', '联大开始一般性辩论', '普京说俄美应建立新型关系', '胡锦涛会见德国联邦议院议长']",8
2001/11/12,星期一,12,4,115,要闻,"['江泽民会见亚欧国家总检察长会议代表', '卢旺达总统卡加梅抵京', '江主席同卡加梅总统互致贺电', '朱镕基回到北京', '朱镕基出席东盟有关会议和访问印尼取得成功', '香槟打开的时候', '董建华欢迎世贸组织批准中国入世', '何厚铧祝贺祖国加入世贸组织', '外经贸部和国台办发言人发表谈话', '世贸组织部长级会议通过中国台北加入世贸组织决定', '明天气象预报']",11
2001/11/12,星期一,12,5,115,国民经济,"['央行  遵守金融对外开放承诺', '国家经贸委  文件都上网  不问所有制', '国家计委  政策定稿前  公开征民意', '反补贴规则与“巴西诉加拿大民用飞机补贴案”', '10月份全国工业生产增长8.8％', '严防非法拆车市场死灰复燃', '包装工业年产值达2200亿元', '进出口行首批买方信贷支持船舶出口', '海关  主动适应入世新形势']",9
2001/11/12,星期一,12,6,115,教育·科技·文化,"['“愿做西部的一片犁铧”', '国际农业科技大会闭幕', '宣传贯彻著作权法座谈会举行', '牧民用上太阳能', '三江源保护亟待强化', '“中国毫无疑问将起带头作用”', '陕西全面整顿规范文物市场', '“视窗XP”软件走向中国用户', '大学生心理健康教育蓬勃开展', '中国记协举办新闻业务技能比赛', '两岸四地合力打造联合卫视', '北京拟建青年科技创业国际平台', '治糖尿病新药艾汀问世', '专家研讨芦荟产业', '二○○一年版《北京年鉴》出版', '《大鹏图》走进吉尼斯殿堂', '新浪网推出房产家居频道', '北京举办糖尿病患者运动会']",18
2001/11/12,星期一,12,7,115,国际,"['中国大步走进世界', '为中国喝彩', '图片报道', 'WTO成员代表祝贺中国入世', '中卢友谊的见证', '多边贸易体制与区域经济组织', '我看中国入世']",7
2001/11/12,星期一,12,8,115,体育,"['九运会赛事今日全面铺开', '南粤剑客翻船', '盛世中华赞', '网球团体金牌尽归湖北', '争做威武之师文明之师', '珠江欲涌千尺浪', '体操赛群星荟萃  众高手力拼两湖', '观澜湖挑战赛伍兹屈居亚军', '香港志愿者服务九运会', '四川女足爆冷']",10
2001/11/12,星期一,12,9,115,经济周刊,"['百姓看“入世”', '摘自“十五”计划纲要', '稳步推进人民币可兑换', '“入世”后我国享受的基本权利和应履行的义务', '让快件快捷通关', '图片报道', '抓紧WTO补课']",7
2001/11/12,星期一,12,10,115,财经广场,"['保险：做大才能双赢', '加入世贸与税收政策取向', '深市代码如何升位', '图片报道', '中外合资基金快露面了', '西安海关提前完成全年税收任务', '贵港国税规范管理依法治税', '光大银行荣获清算质量认证奖', '交行与湘财证券全面合作', '秦皇岛地税创历史同期最好成绩', '百姓呼唤银行“贴心”服务', '网络保险渐成气候']",12
2001/11/12,星期一,12,11,115,农村经济,"['热区发展的新天地', '看店口如何对待外来工', '农村呼唤复合型干部', '民族风情待远客', '网络传信息  牛粪也赚钱', '林业机制创新使安徽更“绿”', '吉水“打工族”返乡显身手', '阜城向农民发放贷款证', '工业化城镇化相辅相成', '“王婆”洋香瓜']",10
2001/11/12,星期一,12,12,115,企业界,"['拿起反倾销反补贴保障措施法律武器', '我们为何能应诉获胜', '在国际挑战中发展壮大', 'WTO与反倾销', '反倾销：行业协会大有可为', '南航新机场基地开始建设', '大连东芝对日出口数码彩电', '370辆红旗出租车驶入北京', '佘太水泥厂推行厂务公开', '长江气体分离设备公司通过质量认证', 'CDMA  彩电业新一轮“豪赌”？']",11
2001/11/13,星期二,12,1,136,要闻,"['江主席会见卢旺达总统卡加梅', '新疆生产建设兵团办实事聚人心', '江泽民主席与布什总统通话', '李鹏抵乌拉圭开始正式友好访问', '女子举重多人超世界纪录', '李瑞环会见斐济总理恩加拉塞', '胡锦涛回到北京', '一心为民  舍己救人', '回良玉当选中共江苏省委书记', '把信箱开通', '北京地区天气预报']",11
2001/11/13,星期二,12,2,136,国内要闻,"['全国普通高校和高中将全面开展学生军训', '“高层次人才强军计划”实施', '解决“菜篮子”产品质量安全问题', '天津将从八个方面改革管理体制', '广东从三方面加快农业现代化步伐', '“入世”类书籍热销长沙', '武夷山“环境休养”工程启动', '我恢复从韩国进口偶蹄动物及其产品', '麦克迪尔米德实验室在吉大揭牌', '北京高法核准对李纪周的一审判决', '打击生产销售假冒伪劣卷烟', '诏安县4名党政干部被判刑', '出现严重质量问题', '“一站”办公亮京  城政务新风拂面来', '管理人员忙充电  短期培训俏申城', '吃完东家吃西家  遂溪贪官丢乌纱', '活虾保鲜用人尿  青岛商贩太缺德', '中国名牌战略峰会将举行']",18
2001/11/13,星期二,12,3,136,国际,"['新的建议新的推动', '李瑞环会见斐济代总统', '美国欢迎中国入世', '布什参加纽约世贸中心追悼活动', '美一客机在纽约坠毁', '图片报道', '世贸组织成员盛赞中国入世', '普京访美引人关注', '反塔联盟将进攻喀布尔', '怎样加入WTO']",10
2001/11/13,星期二,12,4,136,要闻,"['中国代表团在多哈举行新闻发布会', '加强国际合作共同打击跨国有组织犯罪', '广泛交往  增进了解  扩大共识  促进合作', '新闻摄影比赛', '中国将很快公布加入世贸组织协议的全部内容', '德阳  村企共建好环境', '株洲  实行首问责任制', '红河  启动城市群建设', '纪念孙中山先生诞辰135周年', '中国台北签署加入世贸组织议定书', '迟浩田会见朝鲜客人', '迟浩田会见马尔代夫客人', '何鲁丽会见联合国艾滋病规划署官员', '肖扬会见智利最高法院院长', '陈锦华赴印尼访问', '傅全有会见马尔代夫客人', '许宝骙同志逝世', '明天气象预报']",18
2001/11/13,星期二,12,5,136,国民经济,"['中国为何要参与新一轮谈判', '履行入世承诺要增强法制透明度', '促进农业结构战略性调整', '加强药品广告审查监督管理', '森林公园成为新兴旅游胜地', '提高证券市场审计评估质量', '强制性产品认证“四统一”', '首届中国县域经济论坛举行', '腐乳全部合格  酱腌菜质量最差', '知识产权保护规则与“美国诉日本录音制品措施案”', '聚焦西博会']",11
2001/11/13,星期二,12,6,136,政治·法律·社会,"['加强党风建设  推进反腐败斗争', '雄县联系实际为民排忧解难', '隆回政务财务中心热情服务群众', '上海警备区服务队深入基层', '图片报道', '武警毕节支队扶贫帮困奉献西部', '建立高素质专业化法官队伍', '沈阳军区某测绘大队五十年屡建功勋', '把党的温暖送到群众心坎上', '香港九届全国人大代表视察湖北', '企业研讨《公民道德建设实施纲要》', '全总决定举办工会法知识竞赛', '武警工程学院用“三个代表”育人', '济南军区某仓库家家通“四线”', '驻疆某分部加强民族团结教育']",15
2001/11/13,星期二,12,7,136,国际,"['全面阐述中国对外政策', '唐家璇拜会穆沙拉夫', '唐家璇会见俄伊等国外长']",3
2001/11/13,星期二,12,8,136,体育,"['小将一举天下知', '女足也有“巨无霸”', '赞助盛会  谁是主角', '游泳\u3000陈妍再夺金', '男篮\u3000军沪双雄会', '老枪夺冠唤后生', '全国纪录屡被刷新', '义夫，向你致敬', '九运赛场剪影', '跳水决赛汕头开锣  东道主队首战告捷', '冠军冷静致胜', '赛马重现全运']",12
2001/11/13,星期二,12,9,136,理论,"['把作风建设的要求落实到工作中', '“领导就是服务”的新篇章', '为什么说形式主义、官僚主义是影响我们事业发展的一大祸害？', '深化对劳动和劳动价值论的认识', '夯实新的伟大工程的基础']",5
2001/11/13,星期二,12,10,136,科技,"['踏遍黄沙一路歌', '积跬步以致千里', '纳米玻璃  无须清洁自生光', '超薄电视  不宜装上天花板', '健康水果  苹果位列第一名', '别怕流汗  天然抗体可抗菌', '睡眠期间  大脑能否再思考', '我国数控产业春光明媚', '存储管理系统化难为易', '科学发声擦亮你的歌喉', '是参考，不是标准', '努力提高科学用肥水平']",12
2001/11/13,星期二,12,11,136,社会经纬,"['发挥工会在改革发展稳定中的重要作用', '对法律责任的规定完善了工会法律体系', '图片报道', '工会组织履行基本职责的强大法律武器', '维护职工合法权益是工会的基本职责', '加快工会工作与国际惯例接轨的步伐', '修改工会法的背景', '工会法小资料']",8
2001/11/13,星期二,12,12,136,大地·文化纵横,"['探讨“红岩魂现象”', '地名的意义', '作家与良知', '《相约花戏楼》播出百期', '农家女的苏绣艺术', '书价，给读书人一点“面子”吧', '中央歌剧院再演《异想天开》', '俗文学与现代中国文化', '《幼儿智力世界》要创期刊品牌', '北方昆曲网开通', '《钟道隆逆向法学习丛书》出版', '专家研讨李商隐与中晚唐文学', '让杂技富有童话的意趣']",13
2001/11/14,星期三,11,1,99,要闻,"['认真搞好思想动员', '乌拉圭代总统盛宴欢迎李鹏', '农民致富的“活财神”', '江泽民等中央领导同志带头捐助', '江泽民致电布什表示深切慰问', '朱镕基会见卢旺达总统', '图片报道', '抓住机遇  应对挑战  转变作风  真抓实干 全面提高国民经济整体素质和竞争力', '李瑞环会见斐济众参两院议长', '摩尔多瓦总理将访华', '赤道几内亚总统将访华', '北京地区天气预报']",12
2001/11/14,星期三,11,2,99,国内要闻,"['安徽农村教师工资不再“打白条”', '欣闻“白条”不再', '《化肥进口关税配额管理办法》公开征求意见', '园艺产业出口面临良好机遇', '前十月我国外贸出口增幅继续回落', '建筑市场违法违规问题依然严重', '塔河全程复流', '一句话新闻', '明年7月起营业性运输驾驶员从业资格要考试', '江苏民工返乡提前启动', '乐凯等四公司作出维护消费者权益承诺', '十省区市客运企业联手提高服务质量']",12
2001/11/14,星期三,11,3,99,国际,"['乌拉圭国会隆重欢迎李鹏', '李瑞环会见斐济外交外贸部长', '李鹏被授予蒙市“荣誉市民”称号', '唐家璇出席反恐问题外长会议', '加强合作  互惠互利', '唐家璇会见印度外长', '提出解决阿富汗问题五原则', '反塔联盟进入喀布尔', '美找到失事飞机黑匣子', '图片新闻']",10
2001/11/14,星期三,11,4,99,要闻,"['重庆有个“人民建议奖”', '先看领导干部学得怎样', '创新出精品  精品促繁荣', '新闻摄影比赛', '加大残疾人扶贫开发力度', '外交部发言人答记者问', '迟浩田会见玻利维亚客人', '迟浩田会见土耳其宪兵司令', '李贵鲜会见美国客人', '司马义·艾买提会见巴西客人', '傅全有会见芬兰客人', '明天气象预报']",12
2001/11/14,星期三,11,5,99,广告,['广告'],1
2001/11/14,星期三,11,6,99,教育·科技·文化,"['图片报道', '关注艾滋  付诸行动', '苍南县“两基”后教改稳步推进', '贵在持续', '太湖近期水质有所好转', '“安—秦”杂交牛名扬农高会', '淮河、太湖流域重点断面水质自动监测周报', '北科大与珠钢联手攻克轧钢难题', '大力推进以德治教  提高道德建设水平', '学习贯彻海域使用管理法座谈会举行']",10
2001/11/14,星期三,11,7,99,WTO专版,"['中国入世意义深远', '从多哈起步', '中国复关入世谈判  四任代表团长感言', '世贸组织基本原则', '入世后责任更大', '多哈会议面面观', '鸿沟与桥梁', '我看中国入世']",8
2001/11/14,星期三,11,8,99,体育,"['谢旭峰勇破全国纪录', '九运会两选手兴奋剂检测未过关', '从出售转播权到新闻大战', '请多关注自家盛会', '图片报道', '九运会第二天广东队表现抢眼', '强手的决斗', '三分战广东后劲不济', '男足赛新老各有短长', '九运会上刘璇只助阵不参赛', '图片报道', '熊倪九运会后告别赛场']",12
2001/11/14,星期三,11,9,99,民主和法制周刊,"['人大代表同堂议政', '力求实效', '婚姻法修正半年间', '菏泽“两院”  设立代表联络室', '孟津法院  建立巡回立案制', '赞皇  开设社情民意“直通车”', '长兴  监督政府预算外资金管理', '奉节  办理代表议案“回头看”', '无私无畏铸忠诚', '四川摧毁“黑团伙”\u3000一举揪出“保护伞”', '谨防“公示”变“公式”']",11
2001/11/14,星期三,11,10,99,立法与执法,"['打黑要狠  除恶务尽', '科技强警', '新笔绘蓝图', '数字化推动  畅通', '安全宣传进万家', '给“背景”曝光', '伏恶降魔', '厦门火车站网上追逃有成果', '福建海警打击小额成品油走私', '沈铁公安局查获网上在逃人员462名']",10
2001/11/14,星期三,11,1,99,要闻,"['中共中央召开党外人士座谈会征求对中共十九大报告的意见', '《习近平关于社会主义文化建设论述摘编》出版发行', '党的十九大代表陆续抵京', '砥砺奋进 铸就辉煌', '党的十八大以来大事记']",5
2001/11/15,星期四,12,1,124,要闻,"['东西南北话作风  身体力行抓党建', '渤海湾畔耀明珠', '李鹏与乌拉圭代总统兼国会主席会谈', '南水北调工程明年有望开工', '李瑞环会见斐济总统', '三级医疗网覆盖青藏铁路', '陕西掀起冬修水利高潮', '温州发电厂二期工程投产', '青岛前十月工业稳定增长', '让农民放心赚钱', '北京地区天气预报', '江泽民考察铁路装备技术研制创新情况']",12
2001/11/15,星期四,12,2,124,国内要闻,"['进一步整顿和规范建筑市场秩序', '南水北调工程前期工作取得实质性进展', '取消一批外来务工人员收费项目', '10月份居民消费价格总水平上涨0.2％', '规范外商投资企业境内发行上市', '大连开展“维权益、促清欠”专项行动', '要着眼于群众的切身利益', '入世将加快人民币可兑换', '联通与移动既竞争又合作', '开办银行承兑汇票业务须经批准', '北京明年行业用水定额管理', '糖尿病医疗教育工程启动', '昆仑山发生8.1级地震', '车归原主', '山东省农村电话新增用户两百万']",15
2001/11/15,星期四,12,3,124,国际,"['李鹏与乌拉圭代总统兼国会主席会谈', '李鹏会见乌中商会成员', '构筑合作之桥', '李鹏做客乌拉圭农家', '朱琳出席乌拉圭总统夫人茶会', '亚太合作论坛在海口举行', '国际舆论盛赞中国入世', '唐家璇会见安南', '唐家璇会见欧盟主席国外长和联大主席', '布什与普京会谈', 'WTO第四届部长级会议闭幕', '唐家璇出席阿问题辩论']",12
2001/11/15,星期四,12,4,124,要闻,"['东西南北话作风  身体力行抓党建', '郭秀明先进事迹展览在京开展', '《邓小平军事哲学思想研究》一书出版', '《优秀党员领导干部汪洋湖》一书出版', '国务院任免国家工作人员', '图片报道', '这份合同代表了谁的利益？', '党记着你们', '大连制定报刊出版发行管理规定', '庆祝中卢建交三十周年招待会举行', '中共代表团出访西班牙和德国', '周坤仁出访欧亚三国', '卢旺达总统抵深圳访问', '文强同志逝世', '林华同志逝世', '明天气象预报']",16
2001/11/15,星期四,12,5,124,国民经济,"['长江河道采砂管理条例', '国务院法制办负责人就《长江河道采砂管理条例》的有关问题答记者问']",2
2001/11/15,星期四,12,6,124,政治·法律·社会,"['渤海湾畔耀明珠', '谷城数千干部进村入户送温暖', '西峡党员干部书写“驻村日记”', '邵阳四万干部驻村帮困扶贫', '中直机关要带头贯彻好六中全会精神', '图片报道', '北京要求今年征兵严把质量关', '河南5100名大学生踊跃报名', '徐州畅通廉洁征兵监督渠道', '无为外出民工积极返乡应征', '为政之要在于富民', '投入资金20亿元  星光计划造福老人', '拉住我的手', '保定新市区地税局预防职务犯罪', '总参管理局举行岗位练兵活动', '北京司法行政系统开展为民教育', '湛江开通首家“退役军人择业网”', '敖汉旗警民协力促严打', '二炮机关支援驻地学校建设', '济铁公安处“追逃”行动取得成果', '滦平县公安局交管从娃娃抓起']",21
2001/11/15,星期四,12,7,124,国际,"['为全方位开放做好准备', '“加时赛”启动“多哈回合”', '我看中国入世']",3
2001/11/15,星期四,12,8,124,体育,"['又是一剑决胜负', '九运赛场起风云  飞鱼大战扣心弦', '助推器·聚宝盆·金牌杠杆', '男篮  新秀冲顶', '女足  老将压阵', '射击黑马为何更“黑”', '图片报道', '九运奖牌榜', '王峰郭晶晶分获男女1米板冠军', '图片报道', '冠军这样“出炉”', '赛出公平  赛出自我']",12
2001/11/15,星期四,12,9,124,理论,"['提高贯彻党的群众路线的自觉性', '探索培育新作风的途径', '抓落实需要具体化', '实践“三个代表”  构筑思想道德防线']",4
2001/11/15,星期四,12,10,124,读者来信,"['行政幕后干预  司法岂能公正', '“找好钳工比找研究生还难”有感', '感受医德', '慈利接受舆论监督  着手整顿医药市场', '农贸市场无人光顾\u3000马路市场热闹非凡', '江苏涟水县\u3000学校食堂漏洞多', '宁夏银川市\u3000西夏陵保护不力', '山西永济市\u3000“网吧”混乱无人管', '转变干部作风变  “走读”为“住读”']",9
2001/11/15,星期四,12,11,124,党的生活,"['这里的党建工作怎么抓', '一把钥匙开一把锁', '党旗映“蓝盾”', '一位村党支部书记的早晨', '基层干部更要深入基层', '凌海：推行“领导一线工作法”', '哈尔滨：633名干部结束“走读”', '当好人才腾飞的后盾']",8
2001/11/15,星期四,12,12,124,大地·副刊,"['登高望远', '让我再看你一眼', '拜石记', '请别吻我', '烫干丝', '“残本”情趣浓', '楼顶风光无限', '“心海放歌”征文颁奖', '散文诗笔会在益阳召开', '图片报道']",10
2001/11/16,星期五,12,1,132,要闻,"['国债技改项目成效显著', '江泽民观看莫斯科大剧院芭蕾舞团演出', '加快金税工程建设  推进政府管理信息化', '李鹏抵达突尼斯访问', '平顶山工业结构调整渐入佳境', '李瑞环会见巴新总督阿托帕尔', '天津港成为北方亿吨大港', '北京地区天气预报', '江主席电贺乔杜里就任孟加拉国总统']",9
2001/11/16,星期五,12,2,132,国内要闻,"['实现富民兴桂必须做好五篇文章', '贯彻六中全会精神把人大工作提高到新水平', '第一批取消三十项行政审批项目', '坚持完善共产党领导的多党合作和政治协商制度', '证券（股票）交易印花税税率今起调整', '对违规饲料企业加大处罚力度', '第三届上海国际工博会下旬举办', '“十五”期间我国将以信息化带动工业化', '中国西藏文化周将在澳新两国举行', '珍惜方寸地  科技出效益', '平邑城建重引导  租地种绿做法新', '慈溪民企挖“洋才”  巧借外力发“洋财”', '药贩熏虫民遭殃  人病猪死菜枯黄', '鞋店卖起盗版碟  不法行为被查处']",14
2001/11/16,星期五,12,3,132,国际,"['同部分中东欧和非洲国家外长交换看法', '国际社会盛赞中国入世', '万里觅乡音', '乔杜里就任孟总统', '韩国总理会见中共代表团', '核禁试条约生效大会通过宣言', '唐家璇同里约集团外长举行政治对话', '联合国提出阿政治过渡设想', '唐家璇会见阿盟秘书长和海合会高官', '霍华德缘何获胜']",10
2001/11/16,星期五,12,4,132,要闻,"['我国将加强基层公共文化设施建设', '湖南省委常委带头转变作风', '滨州从严治党得民心', '如果……', '继续纠正医药购销中的不正之风', '图片报道', '《公民道德建设实施纲要》宣传画和挂图出版', '全国法院三年受理民商事案件逾五百万件', '成都4000多中层干部竞争上岗', '钱其琛会见澳大利亚客人', '钱其琛会见印尼客人', '王光英会见印尼客人', '南非国民议会副议长将访华', '突尼斯外长将访华', '吉尔吉斯共和国外长将访华', '烟台宣判“11·24”特大海难直接责任人', '外交部发言人答记者问', '明天气象预报', '中科院院士唐九华逝世', '潘景和同志逝世']",20
2001/11/16,星期五,12,5,132,国民经济,"['煤价回升  当属正常', '国际投资规则与“印尼汽车产业政策案”', '用好国债  促进技改  增强企业竞争能力']",3
2001/11/16,星期五,12,6,132,教育·科技·文化,"['职业病危害日趋严重', '高中教育如何走出瓶颈', '图片报道', '我国第十八次南极考察队启航', '国产高速互联网提供平台     我学者参加网上国际会议', '“发现者软件”将素质教育落到实处', '商务印书馆展示法国图书', '《中国蔬菜》入选中国期刊方阵', '《童眼看世界》少儿书画展开幕', '天大与西迪斯公司签约合作', '新型微生物治污技术获推广', '急救医学研讨会举行', '北京电信援建“数字朝阳”', 'AMD推出新型处理器', '温室遮阳保温材料问世', '青春期健康知识展览开幕', '长江三峡知识竞赛举行']",17
2001/11/16,星期五,12,7,132,国际周刊,"['全球反倾销大扩散', '中国企业应对反倾销', '掌握WTO反倾销规则', '浮出水面', '图片报道', '编者的话']",6
2001/11/16,星期五,12,8,132,体育,"['九运奖牌榜', '图片报道', '九运金牌重几许', '彩虹孕于风雨', '坎坷也是规律', '寻求零的突破', '九运会赛程尚未过半  东道主金牌已超四十', '不一样的心情', '梦圆心静处  瓜熟蒂落时', '德国巴西挤上世界杯末班车', '冠军杯赛中国女排连胜俄美两强']",11
2001/11/16,星期五,12,9,132,假日生活周刊,"['从这里遥望金门岛', '编者的话', '服务：别差这一点点', '宁慢勿留患', '真替你捏把汗', '“有毒食品”咋绝不了根儿', '科技引领新生活', '鹅绒鸭绒没有质的差别', '旅游促销各显神通', '假冒“无公害蔬菜”必须摘牌', '非要把市场办到郊区吗？']",11
2001/11/16,星期五,12,10,132,大地·评论,"['正确理解音乐的社会功能', '时代洪流中的先进文化', '湖畔的温馨', '文化的固守与超越', '篇篇妙文写春秋', '音乐剧《未来组合》观后', '报告文学的宏大叙事', '《中国当代小说五十年》出版', '顾国强诗歌在京研讨', '《燕赵风骨的交响变奏》出版']",10
2001/11/16,星期五,12,11,132,国际副刊,"['色彩分析', '挚友', '西归浦，徐福曾经之地', '口才从何而来', '乐在其中', '我与房东的故事', '一歌一曲总是情', '美国的硬币', '马路进行曲']",9
2001/11/16,星期五,12,12,132,周末文艺,"['不该忘却的纪念', '艺术呼唤真情', '画忆萧红', '桅杆', '该谁“咬文嚼字”', '“家父”是谁', '“新闻30分”咋也“短斤少两”', '道愁非酒吗', '“错焦”的爱情戏', '图片报道', '俞静：走在简约主义边缘', '《贵妃东渡》记']",12
2001/11/17,星期六,8,1,87,要闻,"['李瑞环同巴新总理莫劳塔会见', '天津扎实苦干建设滨海新区', '李鹏与突尼斯总统亲切会见', '扎实工作  知难而进  搞好完善社会保障体系试点', '忠诚托起“神州第一舰”', '南阳农业结构调整见成效', '青海黑泉水库下闸蓄水', '北京地区天气预报', '江主席应约与穆沙拉夫总统通电话']",9
2001/11/17,星期六,8,2,87,要闻,"['“十五”工业结构调整规划纲要出台', '六所大学建国家技术转移中心', '暨南大学喜庆95华诞', '“十五”期间我国地籍管理目标确定', '中国石油集团在十五所大学设立奖学金', '情暖国旗卫士', '潜江市农垦经济持续健康发展', '许嘉璐会见乌拉圭客人', '司马义·艾买提会见埃及客人', '王忠禹会见乌拉圭客人', '李贵鲜会见老挝客人', '傅全有离京赴非洲四国访问', '智利最高法院院长访问浙江', '广西银兴公司行贿案一审判决', '“情系沙家浜”书画展在京举行']",15
2001/11/17,星期六,8,3,87,国际,"['李鹏与突尼斯议长会谈', '美俄峰会结束', '施罗德赢得议会信任投票', '约旦国王会见石广生', '中越举行政府级边界谈判', '我提出四点建议', '中国入世将推动与东盟经贸关系']",7
2001/11/17,星期六,8,4,87,体育,"['香港代表团夺得首金 辽宁大力士柔道称雄', '握紧拳头方有作为', '别让金牌掉成色', '图片报道', '兴奋剂检测又有5人不过关', '九运会奖牌榜', '新规则绊倒体操名将', '今日赛事热点：田径刚开锣  游泳有好戏', '《运动员思想道德修养》一书出版发行', '熊倪三米板折桂', '上海女泳将破亚洲纪录', '中国女排3∶0赢日本', '刘黎敏泪别泳坛', '张秀云击水中流', '王炜一一鸣惊人']",15
2001/11/17,星期六,8,5,87,国民经济,"['南京东海化工厂建成多品种炸药生产线', '淮河，岁岁安澜', '平顶山大力整顿小煤矿', '关键要领导重视', '我国高性能通信芯片实现本土化', '打“洋官司”的便车搭不上了', '图片报道', '以入世为契机深化金融业改革开放', '经济运行平稳  企业竞争加剧', '中国铝业获首家境外发行购股承诺', '两家银行与北烟签署银企合作协议', '二○○一上海国际车展将如期举行', '我向巴基斯坦出口二亿美元铁路设备', '牡丹江工业利税增三成', '烟台国税建立社会协税机制', '全国煤矿救护技术比武大会举行', '西铁分局实现安全生产两千天', '山东力源集团力行诚信原则', '吉林大学将获农行二十亿贷款授信', '唐津高速丰南西站坚持文明服务', '栾城地税开展竞赛活动促税收增长']",21
2001/11/17,星期六,8,6,87,摄影,"['碧水蓝天映古城', '外语教学新天地', '纪念先贤  崇尚科学', '侨乡交警文明风']",4
2001/11/17,星期六,8,7,87,电脑·网络·通信,"['政府是社会的表率', '培养公民版权意识', '使用正版  政府带头', '微软：感到非常鼓舞', '我们盼了很久了', '构筑“网络长城”', '凸显网络媒体地位', '光缆专利新技术获应用', '我国网络核心技术取得进展', '用市场手段反盗版']",10
2001/11/17,星期六,8,8,87,大地·作品,"['美在花城', '霞光', '《长城杯·新游记》征文启事', '图片报道', '域外漫笔', '秋天的童话']",6
2001/11/18,星期日,4,1,67,要闻,"['依法保障贫困群体的基本生活权益', '塔里木河全程复流', '服务大众  奉献真诚', '黑龙江三万干部下基层', '浙江构建反腐倡廉新体制', '李鹏离开突尼斯回国', '李瑞环会见巴新议长', '进一步加强城市居民最低生活保障工作', '扬子江国际化工园初具规模', '吉林加快农田水利建设', '湖南掀起冬修水利热潮', '北京地区天气预报']",12
2001/11/18,星期日,4,2,67,要闻,"['李瑞环会见巴新外长', '联大一般性辩论结束', '老挝总理会见我副外长', '反塔联盟领导人进入喀布尔塔利班声称决不放弃坎大哈', '二十国集团财长和央行行长会议开幕', '大力加强发展中国家间的合作', '俄美应签署削减战略武器协议', '科研法中协会成立二十周年', '马其顿通过宪法修正案', '美参院通过航空安全法案', '中国电影节在埃塞举行', '国家安排5.4亿国债改造煤矿安全设施', '第三届重庆高新技术成果交易会开幕', '浙江海上创安工作形成机制', '保利艺术博物馆文物珍品将赴台展出', '改革破解“执行难”', '电视片《罪与罚》在广东开机', '深圳公共场所基本实现“无烟化”']",18
2001/11/18,星期日,4,3,67,地方新闻,"['“社区就是我家园”', '秦公一号大墓遗址在流泪', '福州电信：骚扰你没商量', '图片报道', '静海：干部深入基层解难题', '宜城“三转”', '深圳：公园管理社会化', '佛教四大名山联手发展旅游经济', '淮南张集煤矿投产', '西安南郊水厂一期工程建成通水', '西宁海关征收税款创历史最高', '中国绿色经济战略研讨会举行', '深圳延长保税区通关时间', '珠海斗门鼓励农民上网', '武钢将成世界钢铁精品名牌基地', '“东方铜业”：废气废渣变肥料', '武汉学生公寓不再用高价电', '黄桥镇有个“文研会”', '太行山有支盲人曲艺队']",19
2001/11/18,星期日,4,4,67,体育,"['九运赛场冷门不断', '图片报道', '依依难舍体育情', '对兴奋剂说不', '做好“重中之重”的服务', '九运会奖牌榜', '男子足球产生八强', '郭晶晶封后3米板', '图片报道', '国家体育总局官员谈赛风赛纪', '泳池竞放姐妹花', '锁定事业的靶心', '冠军杯赛中国女排稳夺冠军', '全国男篮甲A联赛有了冠名赞助商', '图片报道', '报春的燕子还在飞', '平时破案九运夺金', '小郑海霞首次亮相']",18
2001/11/19,星期一,12,1,116,要闻,"['关于进一步加强社会治安综合治理的意见', '李鹏回到北京', '领导干部要经受住进退留转的考验', '李瑞环开始对新加坡正式友好访问', '赤道几内亚总统抵京', '图片报道', '三峡二期围堰开始拆除', '我国最先进电动车组投入运营', '浙江外贸出口稳定增长', '四川城镇居民收入增加', '厦门改善工程招投标管理', '监督是支持是爱护', '北京地区天气预报', '清正廉洁的好班子']",14
